i keep having nightmares about a storm	0	1	0
do you think my dream about falling means anything?	1	0	0
do you think my dream about being chased means anything?	1	0	0
do you think my dream about the ocean means anything?	1	0	0
do you think my dream about my old school means anything?	1	0	0
do you think my dream about flying means anything?	1	0	0
do you think my dream about a dark house means anything?	1	0	0
do you think my dream about my teeth falling out means anything?	1	0	0
do you think my dream about a storm means anything?	1	0	0
in my dream there was falling	0	0	0
in my dream there was being chased	0	0	0
in my dream there was the ocean	0	0	0
in my dream there was my old school	0	0	0
in my dream there was flying	0	0	0
in my dream there was a dark house	0	0	0
in my dream there was my teeth falling out	0	0	0
in my dream there was a storm	0	0	0
you were in my dream about falling	0	0	0
you were in my dream about being chased	0	0	0
you were in my dream about the ocean	0	0	0
you were in my dream about my old school	0	0	0
you were in my dream about flying	0	0	0
you were in my dream about a dark house	0	0	0
you were in my dream about my teeth falling out	0	0	0
you were in my dream about a storm	0	0	0
computers scare me	0	1	0
machines scare me	0	1	0
robots scare me	0	1	0
programs scare me	0	1	0
algorithms scare me	0	1	0
chatbots scare me	0	1	0
a computer scare me	0	1	0
a machine scare me	0	1	0
a robot scare me	0	1	0
a program scare me	0	1	0
i do not trust computers	0	1	0
i do not trust machines	0	1	0
i do not trust robots	0	1	0
i do not trust programs	0	1	0
i do not trust algorithms	0	1	0
i do not trust chatbots	0	1	0
i do not trust a computer	0	1	0
i do not trust a machine	0	1	0
i do not trust a robot	0	1	0
i do not trust a program	0	1	0
are you one of those computers?	1	0	0
are you one of those machines?	1	0	0
are you one of those robots?	1	0	0
are you one of those programs?	1	0	0
are you one of those algorithms?	1	0	0
are you one of those chatbots?	1	0	0
are you one of those a computer?	1	0	0
are you one of those a machine?	1	0	0
are you one of those a robot?	1	0	0
are you one of those a program?	1	0	0
do you think computers can think	1	0	0
do you think machines can think	1	0	0
do you think robots can think	1	0	0
do you think programs can think	1	0	0
do you think algorithms can think	1	0	0
do you think chatbots can think	1	0	0
do you think a computer can think	1	0	0
do you think a machine can think	1	0	0
do you think a robot can think	1	0	0
do you think a program can think	1	0	0
are you really computers?	1	0	0
are you really machines?	1	0	0
are you really robots?	1	0	0
are you really programs?	1	0	0
are you really algorithms?	1	0	0
are you really chatbots?	1	0	0
are you really a computer?	1	0	0
are you really a machine?	1	0	0
are you really a robot?	1	0	0
are you really a program?	1	0	0
i think computers are taking over	0	1	0
i think machines are taking over	0	1	0
i think robots are taking over	0	1	0
i think programs are taking over	0	1	0
i think algorithms are taking over	0	1	0
i think chatbots are taking over	0	1	0
i think a computer are taking over	0	1	0
i think a machine are taking over	0	1	0
i think a robot are taking over	0	1	0
i think a program are taking over	0	1	0
yes	0	0	0
yeah	0	0	0
yep	0	0	0
sure	0	0	0
absolutely	0	0	0
correct	0	0	0
i do	0	0	0
that is true	0	0	0
uh huh	0	0	0
yes i think so	0	0	0
yeah i think so	0	0	0
yep i think so	0	0	0
sure i think so	0	0	0
absolutely i think so	0	0	0
correct i think so	0	0	0
i do i think so	0	0	0
that is true i think so	0	0	0
uh huh i think so	0	0	0
yes that is right	0	0	0
yeah that is right	0	0	0
yep that is right	0	0	0
sure that is right	0	0	0
absolutely that is right	0	0	0
correct that is right	0	0	0
i do that is right	0	0	0
that is true that is right	0	0	0
uh huh that is right	0	0	0
oh yes	0	0	0
oh yeah	0	0	0
oh yep	0	0	0
oh sure	0	0	0
oh absolutely	0	0	0
oh correct	0	0	0
oh i do	0	0	0
oh that is true	0	0	0
oh uh huh	0	0	0
yes of course	0	0	0
yeah of course	0	0	0
yep of course	0	0	0
sure of course	0	0	0
absolutely of course	0	0	0
correct of course	0	0	0
i do of course	0	0	0
that is true of course	0	0	0
uh huh of course	0	0	0
yes i agree	0	0	0
yeah i agree	0	0	0
yep i agree	0	0	0
sure i agree	0	0	0
absolutely i agree	0	0	0
correct i agree	0	0	0
i do i agree	0	0	0
that is true i agree	0	0	0
uh huh i agree	0	0	0
no	0	0	0
nope	0	0	0
nah	0	0	0
not really	0	0	0
no way	0	0	0
definitely not	0	0	0
i do not	0	0	0
never	0	0	0
no not really	0	0	0
nope not really	0	0	0
nah not really	0	0	0
not really not really	0	0	0
no way not really	0	0	0
definitely not not really	0	0	0
i do not not really	0	0	0
never not really	0	0	0
no i do not think so	0	0	0
nope i do not think so	0	0	0
nah i do not think so	0	0	0
not really i do not think so	0	0	0
no way i do not think so	0	0	0
definitely not i do not think so	0	0	0
i do not i do not think so	0	0	0
never i do not think so	0	0	0
oh no	0	0	0
oh nope	0	0	0
oh nah	0	0	0
oh not really	0	0	0
oh no way	0	0	0
oh definitely not	0	0	0
oh i do not	0	0	0
oh never	0	0	0
no never	0	0	0
nope never	0	0	0
nah never	0	0	0
not really never	0	0	0
no way never	0	0	0
definitely not never	0	0	0
i do not never	0	0	0
never never	0	0	0
no i disagree	0	0	0
nope i disagree	0	0	0
nah i disagree	0	0	0
not really i disagree	0	0	0
no way i disagree	0	0	0
definitely not i disagree	0	0	0
i do not i disagree	0	0	0
never i disagree	0	0	0
i don't know	0	0	0
i dont know	0	0	0
not sure	0	0	0
maybe	0	0	0
perhaps	0	0	0
who knows	0	0	0
i have no idea	0	0	0
i cannot say	0	0	0
hard to say	0	0	0
i don't know i guess	0	0	0
i dont know i guess	0	0	0
not sure i guess	0	0	0
maybe i guess	0	0	0
perhaps i guess	0	0	0
who knows i guess	0	0	0
i have no idea i guess	0	0	0
i cannot say i guess	0	0	0
hard to say i guess	0	0	0
hmm i don't know	0	0	0
hmm i dont know	0	0	0
hmm not sure	0	0	0
hmm maybe	0	0	0
hmm perhaps	0	0	0
hmm who knows	0	0	0
hmm i have no idea	0	0	0
hmm i cannot say	0	0	0
hmm hard to say	0	0	0
honestly i don't know	0	0	0
honestly i dont know	0	0	0
honestly not sure	0	0	0
honestly maybe	0	0	0
honestly perhaps	0	0	0
honestly who knows	0	0	0
honestly i have no idea	0	0	0
honestly i cannot say	0	0	0
honestly hard to say	0	0	0
i don't know what to say	0	0	0
i dont know what to say	0	0	0
not sure what to say	0	0	0
maybe what to say	0	0	0
perhaps what to say	0	0	0
who knows what to say	0	0	0
i have no idea what to say	0	0	0
i cannot say what to say	0	0	0
hard to say what to say	0	0	0
well i don't know	0	0	0
well i dont know	0	0	0
well not sure	0	0	0
well maybe	0	0	0
well perhaps	0	0	0
well who knows	0	0	0
well i have no idea	0	0	0
well i cannot say	0	0	0
well hard to say	0	0	0
why do you say that	1	0	0
why do you mean	1	0	0
why do you know	1	0	0
why do you think so	1	0	0
why do you help	1	0	0
why do you feel	1	0	0
why do you do that	1	0	0
why do you understand	1	0	0
why do you care	1	0	0
what do you mean by say that?	1	0	0
what do you mean by mean?	1	0	0
what do you mean by know?	1	0	0
what do you mean by think so?	1	0	0
what do you mean by help?	1	0	0
what do you mean by feel?	1	0	0
what do you mean by do that?	1	0	0
what do you mean by understand?	1	0	0
what do you mean by care?	1	0	0
how do you say that	1	0	0
how do you mean	1	0	0
how do you know	1	0	0
how do you think so	1	0	0
how do you help	1	0	0
how do you feel	1	0	0
how do you do that	1	0	0
how do you understand	1	0	0
how do you care	1	0	0
can you say that?	1	0	0
can you mean?	1	0	0
can you know?	1	0	0
can you think so?	1	0	0
can you help?	1	0	0
can you feel?	1	0	0
can you do that?	1	0	0
can you understand?	1	0	0
can you care?	1	0	0
what should i say that	1	0	0
what should i mean	1	0	0
what should i know	1	0	0
what should i think so	1	0	0
what should i help	1	0	0
what should i feel	1	0	0
what should i do that	1	0	0
what should i understand	1	0	0
what should i care	1	0	0
why would you say that?	1	0	0
why would you mean?	1	0	0
why would you know?	1	0	0
why would you think so?	1	0	0
why would you help?	1	0	0
why would you feel?	1	0	0
why would you do that?	1	0	0
why would you understand?	1	0	0
why would you care?	1	0	0
everyone ignores me	0	1	0
everyone hates me	0	1	0
everyone leaves	0	1	0
everyone lets me down	0	1	0
everyone messes things up	0	1	0
everyone understands me	0	1	0
everyone cares	0	1	0
everyone laughs at me	0	1	0
everyone forgets about me	0	1	0
nobody ignores me	0	1	0
nobody hates me	0	1	0
nobody leaves	0	1	0
nobody lets me down	0	1	0
nobody messes things up	0	1	0
nobody understands me	0	1	0
nobody cares	0	1	0
nobody laughs at me	0	1	0
nobody forgets about me	0	1	0
i always ignores me	0	1	0
i always hates me	0	1	0
i always leaves	0	1	0
i always lets me down	0	1	0
i always messes things up	0	1	0
i always understands me	0	1	0
i always cares	0	1	0
i always laughs at me	0	1	0
i always forgets about me	0	1	0
people always ignores me	0	1	0
people always hates me	0	1	0
people always leaves	0	1	0
people always lets me down	0	1	0
people always messes things up	0	1	0
people always understands me	0	1	0
people always cares	0	1	0
people always laughs at me	0	1	0
people always forgets about me	0	1	0
no one ever ignores me	0	1	0
no one ever hates me	0	1	0
no one ever leaves	0	1	0
no one ever lets me down	0	1	0
no one ever messes things up	0	1	0
no one ever understands me	0	1	0
no one ever cares	0	1	0
no one ever laughs at me	0	1	0
no one ever forgets about me	0	1	0
everybody ignores me	0	1	0
everybody hates me	0	1	0
everybody leaves	0	1	0
everybody lets me down	0	1	0
everybody messes things up	0	1	0
everybody understands me	0	1	0
everybody cares	0	1	0
everybody laughs at me	0	1	0
everybody forgets about me	0	1	0
you are stupid	0	1	0
you are useless	0	1	0
you are annoying	0	1	0
you are pointless	0	1	0
you are dumb	0	1	0
you are a waste of time	0	1	0
you are ridiculous	0	1	0
you are boring	0	1	0
this is stupid	0	1	0
this is useless	0	1	0
this is annoying	0	1	0
this is pointless	0	1	0
this is dumb	0	1	0
this is a waste of time	0	1	0
this is ridiculous	0	1	0
this is boring	0	1	0
that was stupid	0	1	0
that was useless	0	1	0
that was annoying	0	1	0
that was pointless	0	1	0
that was dumb	0	1	0
that was a waste of time	0	1	0
that was ridiculous	0	1	0
that was boring	0	1	0
you are being stupid	0	1	0
you are being useless	0	1	0
you are being annoying	0	1	0
you are being pointless	0	1	0
you are being dumb	0	1	0
you are being a waste of time	0	1	0
you are being ridiculous	0	1	0
you are being boring	0	1	0
this conversation is stupid	0	1	0
this conversation is useless	0	1	0
this conversation is annoying	0	1	0
this conversation is pointless	0	1	0
this conversation is dumb	0	1	0
this conversation is a waste of time	0	1	0
this conversation is ridiculous	0	1	0
this conversation is boring	0	1	0
i hate you	0	1	0
you do not understand	0	1	0
you never listen	0	1	0
shut up	0	1	0
sorry	0	0	0
so sorry	0	0	0
i apologize	0	0	0
my apologies	0	0	0
forgive me	0	0	0
pardon me	0	0	0
sorry about that	0	0	0
so sorry about that	0	0	0
i apologize about that	0	0	0
my apologies about that	0	0	0
forgive me about that	0	0	0
pardon me about that	0	0	0
i am sorry	0	0	0
i am so sorry	0	0	0
i am i apologize	0	0	0
i am my apologies	0	0	0
i am forgive me	0	0	0
i am pardon me	0	0	0
sorry for being rude	0	0	0
so sorry for being rude	0	0	0
i apologize for being rude	0	0	0
my apologies for being rude	0	0	0
forgive me for being rude	0	0	0
pardon me for being rude	0	0	0
oh sorry	0	0	0
oh so sorry	0	0	0
oh i apologize	0	0	0
oh my apologies	0	0	0
oh forgive me	0	0	0
oh pardon me	0	0	0
sorry again	0	0	0
so sorry again	0	0	0
i apologize again	0	0	0
my apologies again	0	0	0
forgive me again	0	0	0
pardon me again	0	0	0
thank you	0	0	1
thanks	0	0	1
goodbye	0	0	0
bye	0	0	0
see you later	0	0	0
i have to go	0	0	0
take care	0	0	0
thank you for listening	0	0	1
thanks for listening	0	0	1
goodbye for listening	0	0	0
bye for listening	0	0	0
see you later for listening	0	0	0
i have to go for listening	0	0	0
take care for listening	0	0	0
ok thank you	0	0	1
ok thanks	0	0	1
ok goodbye	0	0	0
ok bye	0	0	0
ok see you later	0	0	0
ok i have to go	0	0	0
ok take care	0	0	0
thank you doctor	0	0	1
thanks doctor	0	0	1
goodbye doctor	0	0	0
bye doctor	0	0	0
see you later doctor	0	0	0
i have to go doctor	0	0	0
take care doctor	0	0	0
thank you eliza	0	0	1
thanks eliza	0	0	1
goodbye eliza	0	0	0
bye eliza	0	0	0
see you later eliza	0	0	0
i have to go eliza	0	0	0
take care eliza	0	0	0
well thank you	0	0	1
well thanks	0	0	1
well goodbye	0	0	0
well bye	0	0	0
well see you later	0	0	0
well i have to go	0	0	0
well take care	0	0	0
my job is stressing me out	0	1	0
my boss is stressing me out	0	1	0
my work is stressing me out	0	1	0
my career is stressing me out	0	1	0
my manager is stressing me out	0	1	0
my coworkers is stressing me out	0	1	0
my exams is stressing me out	0	1	0
my classes is stressing me out	0	1	0
my deadline is stressing me out	0	1	0
my promotion is stressing me out	0	1	0
i hate my job	0	1	0
i hate my boss	0	1	0
i hate my work	0	1	0
i hate my career	0	1	0
i hate my manager	0	1	0
i hate my coworkers	0	1	0
i hate my exams	0	1	0
i hate my classes	0	1	0
i hate my deadline	0	1	0
i hate my promotion	0	1	0
i might lose my job	0	1	0
i might lose my boss	0	1	0
i might lose my work	0	1	0
i might lose my career	0	1	0
i might lose my manager	0	1	0
i might lose my coworkers	0	1	0
i might lose my exams	0	1	0
i might lose my classes	0	1	0
i might lose my deadline	0	1	0
i might lose my promotion	0	1	0
my job is too demanding	0	1	0
my boss is too demanding	0	1	0
my work is too demanding	0	1	0
my career is too demanding	0	1	0
my manager is too demanding	0	1	0
my coworkers is too demanding	0	1	0
my exams is too demanding	0	1	0
my classes is too demanding	0	1	0
my deadline is too demanding	0	1	0
my promotion is too demanding	0	1	0
i worry about my job	0	1	0
i worry about my boss	0	1	0
i worry about my work	0	1	0
i worry about my career	0	1	0
i worry about my manager	0	1	0
i worry about my coworkers	0	1	0
i worry about my exams	0	1	0
i worry about my classes	0	1	0
i worry about my deadline	0	1	0
i worry about my promotion	0	1	0
do you think i should quit my job	1	0	0
do you think i should quit my boss	1	0	0
do you think i should quit my work	1	0	0
do you think i should quit my career	1	0	0
do you think i should quit my manager	1	0	0
do you think i should quit my coworkers	1	0	0
do you think i should quit my exams	1	0	0
do you think i should quit my classes	1	0	0
do you think i should quit my deadline	1	0	0
do you think i should quit my promotion	1	0	0
i love my job	0	0	1
i love my boss	0	0	1
i love my work	0	0	1
i love my career	0	0	1
i love my manager	0	0	1
i love my coworkers	0	0	1
i love my exams	0	0	1
i love my classes	0	0	1
i love my deadline	0	0	1
i love my promotion	0	0	1
my job is going great	0	0	1
my boss is going great	0	0	1
my work is going great	0	0	1
my career is going great	0	0	1
my manager is going great	0	0	1
my coworkers is going great	0	0	1
my exams is going great	0	0	1
my classes is going great	0	0	1
my deadline is going great	0	0	1
my promotion is going great	0	0	1
my dog died	0	1	0
my cat died	0	1	0
my pet died	0	1	0
my best friend died	0	1	0
my friend died	0	1	0
my goldfish died	0	1	0
my hamster died	0	1	0
my horse died	0	1	0
i lost my dog	0	1	0
i lost my cat	0	1	0
i lost my pet	0	1	0
i lost my best friend	0	1	0
i lost my friend	0	1	0
i lost my goldfish	0	1	0
i lost my hamster	0	1	0
i lost my horse	0	1	0
i miss my dog so much	0	1	0
i miss my cat so much	0	1	0
i miss my pet so much	0	1	0
i miss my best friend so much	0	1	0
i miss my friend so much	0	1	0
i miss my goldfish so much	0	1	0
i miss my hamster so much	0	1	0
i miss my horse so much	0	1	0
my dog passed away	0	1	0
my cat passed away	0	1	0
my pet passed away	0	1	0
my best friend passed away	0	1	0
my friend passed away	0	1	0
my goldfish passed away	0	1	0
my hamster passed away	0	1	0
my horse passed away	0	1	0
i am grieving my dog	0	1	0
i am grieving my cat	0	1	0
i am grieving my pet	0	1	0
i am grieving my best friend	0	1	0
i am grieving my friend	0	1	0
i am grieving my goldfish	0	1	0
i am grieving my hamster	0	1	0
i am grieving my horse	0	1	0
my dog is gone	0	1	0
my cat is gone	0	1	0
my pet is gone	0	1	0
my best friend is gone	0	1	0
my friend is gone	0	1	0
my goldfish is gone	0	1	0
my hamster is gone	0	1	0
my horse is gone	0	1	0
the weather was the economy today	0	0	0
the weather was sports today	0	0	0
the weather was cooking today	0	0	0
the weather was gardening today	0	0	0
the weather was traffic today	0	0	0
the weather was history today	0	0	0
the weather was the moon today	0	0	0
the weather was taxes today	0	0	0
the weather was trains today	0	0	0
the weather was pizza today	0	0	0
the weather was the internet today	0	0	0
the weather was music today	0	0	0
i watched a movie about the economy	0	0	0
i watched a movie about sports	0	0	0
i watched a movie about cooking	0	0	0
i watched a movie about gardening	0	0	0
i watched a movie about traffic	0	0	0
i watched a movie about history	0	0	0
i watched a movie about the moon	0	0	0
i watched a movie about taxes	0	0	0
i watched a movie about trains	0	0	0
i watched a movie about pizza	0	0	0
i watched a movie about the internet	0	0	0
i watched a movie about music	0	0	0
we talked about the economy at lunch	0	0	0
we talked about sports at lunch	0	0	0
we talked about cooking at lunch	0	0	0
we talked about gardening at lunch	0	0	0
we talked about traffic at lunch	0	0	0
we talked about history at lunch	0	0	0
we talked about the moon at lunch	0	0	0
we talked about taxes at lunch	0	0	0
we talked about trains at lunch	0	0	0
we talked about pizza at lunch	0	0	0
we talked about the internet at lunch	0	0	0
we talked about music at lunch	0	0	0
the news was all about the economy	0	0	0
the news was all about sports	0	0	0
the news was all about cooking	0	0	0
the news was all about gardening	0	0	0
the news was all about traffic	0	0	0
the news was all about history	0	0	0
the news was all about the moon	0	0	0
the news was all about taxes	0	0	0
the news was all about trains	0	0	0
the news was all about pizza	0	0	0
the news was all about the internet	0	0	0
the news was all about music	0	0	0
did you know about the economy?	1	0	0
did you know about sports?	1	0	0
did you know about cooking?	1	0	0
did you know about gardening?	1	0	0
did you know about traffic?	1	0	0
did you know about history?	1	0	0
did you know about the moon?	1	0	0
did you know about taxes?	1	0	0
did you know about trains?	1	0	0
did you know about pizza?	1	0	0
did you know about the internet?	1	0	0
did you know about music?	1	0	0
what do you think of the economy	1	0	0
what do you think of sports	1	0	0
what do you think of cooking	1	0	0
what do you think of gardening	1	0	0
what do you think of traffic	1	0	0
what do you think of history	1	0	0
what do you think of the moon	1	0	0
what do you think of taxes	1	0	0
what do you think of trains	1	0	0
what do you think of pizza	1	0	0
what do you think of the internet	1	0	0
what do you think of music	1	0	0
qwerty	0	0	0
zzz	0	0	0
hmm ok	0	0	0
lmao	0	0	1
hahaha	0	0	1
this is sparta	0	0	0
much wow	0	0	0
yolo	0	0	0
it is what it is	0	0	0
big mood	0	0	0
that was fun	0	0	1
life is good	0	0	1
things are going well	0	0	1
i had a great day	0	0	1
haha that is funny	0	0	1
nice	0	0	1
ugh	0	1	0
this day is the worst	0	1	0
hello how is your day?	1	0	0
hi how is your day?	1	0	0
hey how is your day?	1	0	0
good morning how is your day?	1	0	0
good afternoon how is your day?	1	0	0
greetings how is your day?	1	0	0
howdy how is your day?	1	0	0
oh hello	0	0	0
oh hi	0	0	0
oh hey	0	0	0
oh good morning	0	0	0
