dialogue	train	i#11	I really must be getting home	You say you really must be getting home?
dialogue	train	my#2	the night-air doesn’t suit my throat	Your throat?
dialogue	train	my#2	Come away, my dears	Your dears?
dialogue	train	you#3	It’s high time you were all in bed	We were discussing you -- not me.
dialogue	train	i#4	I wish I hadn’t mentioned Dinah	Do you really think so?
dialogue	train	everyone#0	Nobody seems to like her, down here, and I’m sure she’s the best cat in the world	Really, nobody?
dialogue	train	my#2	Oh, my dear Dinah	Your dear dinah?
dialogue	train	if#0	I wonder if I shall ever see you any more	Do you think its likely that you shall ever see I any more?
dialogue	train	my#2	Oh my dear paws	Your dear paws?
dialogue	train	my#2	Oh my fur and whiskers	Your fur and whiskers?
dialogue	train	are#1	She’ll get me executed, as sure as ferrets are ferrets	Did you think they might not be ferrets?
dialogue	train	what#0	Where _can_ I have dropped them, I wonder	Why do you ask?
dialogue	train	what#0	Why, Mary Ann, what _are_ you doing out here	Why do you ask?
dialogue	val	xnone#0	Run home this moment, and fetch me a pair of gloves and a fan	I'm not sure I understand you fully.
dialogue	train	xnone#0	He took me for his housemaid	I'm not sure I understand you fully.
dialogue	train	what#0	How surprised he’ll be when he finds out who I am	Why do you ask?
dialogue	train	if#0	But I’d better take him his fan and gloves—that is, if I can find them	Do you think its likely that you can find them?
dialogue	train	what#0	How queer it seems	Why do you ask?
dialogue	train	xnone#0	to be going messages for a rabbit	I'm not sure I understand you fully.
dialogue	train	i#11	I suppose Dinah’ll be sending me on messages next	You say you suppose dinahll be sending you on messages next?
dialogue	train	your#0	Come here directly, and get ready for your walk	Why are you concerned over my walk?
dialogue	train	xnone#0	Coming in a minute, nurse	I'm not sure I understand you fully.
dialogue	train	xnone#0	But I’ve got to see that the mouse doesn’t get out	I'm not sure I understand you fully.
dialogue	train	i#8	Only I don’t think	Don't you really think?
dialogue	train	if#0	that they’d let Dinah stop in the house if it began ordering people about like that	Do you think its likely that it began ordering people about like that?
dialogue	val	i#11	I know _something_ interesting is sure to happen	You say you know something interesting is sure to happen?
dialogue	train	i#11	whenever I eat or drink anything	You say whenever you eat or drink anything?
dialogue	train	what#0	so I’ll just see what this bottle does	Why do you ask?
dialogue	train	i#11	Now I can do no more, whatever happens	You say now you can do no more whatever happens?
dialogue	train	what#0	What _will_ become of me	Why do you ask?
dialogue	train	xnone#0	It was much pleasanter at home	I'm not sure I understand you fully.
dialogue	train	always#0	when one wasn’t always growing larger and smaller, and being ordered about by mice and rabbits	Can you think of a specific example?
dialogue	train	i#11	I do wonder what _can_ have happened to me	You say you do wonder what can have happened to you?
dialogue	train	xnone#0	There ought to be a book written about me, that there ought	I'm not sure I understand you fully.
dialogue	train	what#0	And when I grow up, I’ll write one—but I’m grown up now	Why do you ask?
dialogue	train	no#0	at least there’s no room to grow up any more _here	Are you saying no just to be negative?
dialogue	train	i#6	shall I _never_ get any older than I am now	Is it because you are now that you came to me?
dialogue	train	always#0	That’ll be a comfort, one way—never to be an old woman—but then—always to have lessons to learn	Can you think of a specific example?
dialogue	train	i#11	Oh, I shouldn’t like _that	You say oh you shouldnt like that?
dialogue	train	you#3	Oh, you foolish Alice	We were discussing you -- not me.
dialogue	train	what#0	How can you learn lessons in here	Why do you ask?
dialogue	train	what#0	Why, there’s hardly room for _you_, and no room at all for any lesson-books	Why do you ask?
dialogue	train	my#2	Fetch me my gloves this moment	Your gloves this moment?
dialogue	train	xnone#0	Then I’ll go round and get in at the window	I'm not sure I understand you fully.
dialogue	train	you#3	That_ you won’t	We were discussing you -- not me.
dialogue	train	what#0	Where are you	Why do you ask?
dialogue	train	i#6	Sure then I’m here	Is it because you are here that you came to me?
dialogue	train	xnone#0	Digging for apples, yer honour	I'm not sure I understand you fully.
dialogue	train	xnone#0	Digging for apples, indeed	I'm not sure I understand you fully.
dialogue	train	xnone#0	Come and help me out of _this	I'm not sure I understand you fully.
dialogue	train	xnone#0	Now tell me, Pat, what’s that in the window	I'm not sure I understand you fully.
dialogue	train	xnone#0	Sure, it’s an arm, yer honour	I'm not sure I understand you fully.
dialogue	train	you#3	An arm, you goose	We were discussing you -- not me.
dialogue	val	what#0	Who ever saw one that size	Why do you ask?
dialogue	train	what#0	Why, it fills the whole window	Why do you ask?
dialogue	train	xnone#0	Sure, it does, yer honour: but it’s an arm for all that	I'm not sure I understand you fully.
dialogue	train	no#0	Well, it’s got no business there, at any rate: go and take it away	Are you saying no just to be negative?
dialogue	train	i#8	Sure, I don’t like it, yer honour, at all, at all	Don't you really like it yer honour at all at all?
dialogue	train	i#10	Do as I tell you, you coward	Perhaps in your fantasies we tell each other.
dialogue	train	what#0	What a number of cucumber-frames there must be	Why do you ask?
dialogue	train	i#11	I wonder what they’ll do next	You say you wonder what theyll do next?
dialogue	val	i#11	As for pulling me out of the window, I only wish they _could	You say as for pulling you out of the window you only wish they could?
dialogue	train	i#6	I’m sure _I_ don’t want to stay in here any longer	Is it because you are sure you dont want to stay in here any longer that you came to me?
dialogue	train	xnone#0	Where’s the other ladder	I'm not sure I understand you fully.
dialogue	train	what#0	Why, I hadn’t to bring but one	Why do you ask?
dialogue	val	xnone#0	Bill’s got the other—Bill	I'm not sure I understand you fully.
dialogue	train	xnone#0	fetch it here, lad	I'm not sure I understand you fully.
dialogue	train	no#0	Here, put ’em up at this corner—No, tie ’em together first—they don’t reach half high enough yet—Oh	Are you saying no just to be negative?
dialogue	val	xnone#0	they’ll do well enough	I'm not sure I understand you fully.
dialogue	train	xnone#0	don’t be particular—Here, Bill	I'm not sure I understand you fully.
dialogue	train	xnone#0	catch hold of this rope—Will the roof bear	I'm not sure I understand you fully.
dialogue	train	xnone#0	Mind that loose slate—Oh, it’s coming down	I'm not sure I understand you fully.
dialogue	train	what#0	Now, who did that	Why do you ask?
dialogue	train	i#11	It was Bill, I fancy—Who’s to go down the chimney	You say it was bill you fancy whos to go down the chimney?
dialogue	train	i#11	Nay, _I_ shan’t	You say nay you shant?
dialogue	train	you#3	You_ do it	We were discussing you -- not me.
dialogue	train	i#11	That_ I won’t, then	You say that you wont then?
dialogue	train	xnone#0	Bill’s to go down—Here, Bill	I'm not sure I understand you fully.
dialogue	train	you#1	the master says you’re to go down the chimney	What makes you think I am to go down the chimney?
dialogue	train	xnone#0	So Bill’s got to come down the chimney, has he	I'm not sure I understand you fully.
dialogue	train	xnone#0	Shy, they seem to put everything upon Bill	I'm not sure I understand you fully.
dialogue	val	i#11	I wouldn’t be in Bill’s place for a good deal: this fireplace is narrow, to be sure	You say you wouldnt be in bills place for a good deal this fireplace is narrow to be sure?
dialogue	train	i#4	but I _think_ I can kick a little	Do you really think so?
dialogue	train	xnone#0	This is Bill	I'm not sure I understand you fully.
dialogue	train	xnone#0	There goes Bill	I'm not sure I understand you fully.
dialogue	train	you#3	Catch him, you by the hedge	We were discussing you -- not me.
dialogue	train	what#0	Hold up his head—Brandy now—Don’t choke him—How was it, old fellow	Why do you ask?
dialogue	train	what#0	What happened to you	Why do you ask?
dialogue	val	xnone#0	Tell us all about it	I'm not sure I understand you fully.
dialogue	train	i#11	Well, I hardly know—No more, thank ye	You say well you hardly know no more thank ye?
dialogue	train	you#3	So you did, old fellow	We were discussing you -- not me.
dialogue	train	xnone#0	We must burn the house down	I'm not sure I understand you fully.
dialogue	train	if#0	If you do, I’ll set Dinah at you	Do you think its likely that I do ill set dinah at I?
dialogue	train	i#11	I wonder what they _will_ do next	You say you wonder what they will do next?
dialogue	train	if#0	If they had any sense, they’d take the roof off	Do you think its likely that they had any sense theyd take the roof off?
dialogue	train	xnone#0	A barrowful will do, to begin with	I'm not sure I understand you fully.
dialogue	train	what#0	A barrowful of _what	Why do you ask?
dialogue	train	xnone#0	I’ll put a stop to this	I'm not sure I understand you fully.
dialogue	train	xnone#0	You’d better not do that again	I'm not sure I understand you fully.
dialogue	train	if#0	If I eat one of these cakes	Do you think its likely that you eat one of these cakes?
dialogue	train	my#2	it’s sure to make _some_ change in my size	Your size?
dialogue	train	i#11	and as it can’t possibly make me larger, it must make me smaller, I suppose	You say and as it cannot possibly make you larger it must make you smaller you suppose?
dialogue	train	xnone#0	The first thing I’ve got to do	I'm not sure I understand you fully.
dialogue	train	my#2	is to grow to my right size again	Your right size again?
dialogue	train	my#2	and the second thing is to find my way into that lovely garden	Your way into that lovely garden?
dialogue	train	i#11	I think that will be the best plan	You say you think that will be the best plan?
dialogue	train	xnone#0	Poor little thing	I'm not sure I understand you fully.
dialogue	train	what#0	And yet what a dear little puppy it was	Why do you ask?
dialogue	train	xnone#0	I’d nearly forgotten that I’ve got to grow up again	I'm not sure I understand you fully.
dialogue	train	what#0	Let me see—how _is_ it to be managed	Why do you ask?
dialogue	val	i#11	I suppose I ought to eat or drink something or other	You say you suppose you ought to eat or drink something or other?
dialogue	train	what#0	but the great question is, what	Why do you ask?
dialogue	train	what#0	Who are _you	Why do you ask?
dialogue	train	what#0	What do you mean by that	Why do you ask?
dialogue	train	i#6	I can’t explain _myself_, I’m afraid, sir	Is it because you are afraid sir that you came to me?
dialogue	val	because#0	because I’m not myself, you see	Is that the real reason?
dialogue	train	i#8	I don’t see	Don't you really see?
dialogue	train	i#6	I’m afraid I can’t put it more clearly	Is it because you are afraid you cannot put it more clearly that you came to me?
dialogue	train	i#7	for I can’t understand it myself to begin with	How do you think that you can't understand it yourself to begin with?
dialogue	train	different#0	and being so many different sizes in a day is very confusing	How is it different?
dialogue	val	perhaps#0	Well, perhaps you haven’t found it so yet	You don't seem quite certain.
dialogue	train	xnone#0	Not a bit	I'm not sure I understand you fully.
dialogue	train	perhaps#0	Well, perhaps your feelings may be different	You don't seem quite certain.
dialogue	train	i#11	all I know is, it would feel very queer to _me	You say all you know is it would feel very queer to you?
dialogue	train	you#1	I think, you ought to tell me who _you_ are, first	What makes you think I am first?
dialogue	train	xnone#0	I’ve something important to say	I'm not sure I understand you fully.
dialogue	val	your#0	Keep your temper	Why are you concerned over my temper?
dialogue	train	xnone#0	Is that all	I'm not sure I understand you fully.
dialogue	train	you#1	So you think you’re changed, do you	What makes you think I am changed do I?
dialogue	train	i#6	I’m afraid I am, sir	Is it because you are afraid you are sir that you came to me?
dialogue	train	alike#0	I can’t remember things as I used—and I don’t keep the same size for ten minutes together	In what way?
dialogue	train	what#0	Can’t remember _what_ things	Why do you ask?
dialogue	val	what#0	Well, I’ve tried to say “How doth the little busy bee	Why do you ask?
dialogue	train	you#1	Repeat, ‘_You are old, Father William	What makes you think I am old father william?
dialogue	train	you#1	You are old, Father William	What makes you think I am old father william?
dialogue	train	your#0	And your hair has become very white	Why are you concerned over my hair has become very white?
dialogue	train	you#3	And yet you incessantly stand on your head— Do you think, at your age, it is right	We were discussing you -- not me.
dialogue	train	my#2	In my youth	Your youth?
dialogue	train	i#11	I feared it might injure the brain	You say you feared it might injure the brain?
dialogue	train	i#6	But, now that I’m perfectly sure I have none, Why, I do it again and again	Is it because you are perfectly sure you have none why you do it again and again that you came to me?
dialogue	train	you#1	You are old	What makes you think I am old?
dialogue	train	i#11	as I mentioned before, And have grown most uncommonly fat	You say as you mentioned before and have grown most uncommonly fat?
dialogue	train	you#3	Yet you turned a back-somersault in at the door— Pray, what is the reason of that	We were discussing you -- not me.
dialogue	train	your#0	and your jaws are too weak For anything tougher than suet	Why are you concerned over my jaws are too weak for anything tougher than suet?
dialogue	train	my#1	I took to the law, And argued each case with my wife	Tell me more about your family.
dialogue	train	my#2	And the muscular strength, which it gave to my jaw, Has lasted the rest of my life	Your jaw has lasted the rest of your life?
dialogue	train	your#0	one would hardly suppose That your eye was as steady as ever	Why are you concerned over my eye was as steady as ever?
dialogue	train	you#3	Yet you balanced an eel on the end of your nose— What made you so awfully clever	We were discussing you -- not me.
dialogue	train	i#11	I have answered three questions, and that is enough	You say you have answered three questions and that is enough?
dialogue	train	xnone#0	don’t give yourself airs	I'm not sure I understand you fully.
dialogue	train	you#3	Do you think I can listen all day to such stuff	We were discussing you -- not me.
dialogue	train	you#3	Be off, or I’ll kick you down stairs	We were discussing you -- not me.
dialogue	train	xnone#0	That is not said right	I'm not sure I understand you fully.
dialogue	train	i#6	Not _quite_ right, I’m afraid	Is it because you are afraid that you came to me?
dialogue	val	xnone#0	some of the words have got altered	I'm not sure I understand you fully.
